public_id,public_id_type,paper_id
256070166,CorpusId,2786
journals/tac/CourcoubetisY98,DBLP,808
2587019192,MAG,1224
2044947405,MAG,2278
journals/ai/PapadimitriouS94,DBLP,470
10.2991/ijcis.11.1.61,DOI,1902
1521201031,MAG,3505
2031031523,MAG,392
10.4049/jimmunol.178.supp.130.38,DOI,2853
2142301169,MAG,469
2962915600,MAG,1637
3025546443,MAG,2424
N10-1081,ACL,1792
2097226537,MAG,3049
conf/ipco/KolliopoulosS96,DBLP,3505
2144807091,MAG,799
14853108,CorpusId,3559
2949164981,MAG,1631
10.4049/jimmunol.204.supp.164.1,DOI,2175
2531823172,MAG,1656
2951798794,MAG,170
2164908219,MAG,2350
3049026226,MAG,2789
20082324,CorpusId,1217
10.1137/1.9781611973082.62,DOI,248
10.1109/ISMAR.2019.00-21,DOI,2427
journals/corr/SoltanYZ16,DBLP,720
10.1109/TCNS.2016.2620807,DOI,713
2128039206,MAG,2592
conf/chi/BlaskoF04,DBLP,2610
10.1007/978-3-540-70844-5_3,DOI,750
conf/focs/JohnsonPY85,DBLP,894
journals/toplas/AlurBEGRY05,DBLP,792
journals/corr/abs-2202-01841,DBLP,1522
2918935582,MAG,708
30898200,CorpusId,2326
conf/nips/BleiGJT03,DBLP,1857
10.1038/s41598-021-85834-x,DOI,950
2005294352,MAG,1960
232076304,CorpusId,1537
2147994340,MAG,2552
17029449,CorpusId,2603
2066408263,MAG,2286
36049002,PubMed,2414
10.1016/B978-0-12-411519-4.00006-9,DOI,1865
conf/acl-socialnlp/CaoLKHG21,DBLP,1
10.4230/LIPIcs.CCC.2023.21,DOI,691
10.1016/j.cie.2023.109461,DOI,1871
9863763,PubMed,650
10.1109/SFCS.1994.365696,DOI,3519
16625386,CorpusId,2610
10.1109/ROBOT.2000.845166,DOI,151
33171631,CorpusId,510
conf/esa/FeldmanHKMS10,DBLP,3423
10.1137/0214020,DOI,893
5992823,CorpusId,1324
10.1145/1077534.1077536,DOI,2609
2885868141,MAG,2437
10.48550/arXiv.2306.08221,DOI,663
849367,CorpusId,1691
10.15252/msb.20188557,DOI,1606
3047045183,MAG,2176
10.1007/s00291-013-0342-7,DOI,1982
2020842694,MAG,1859
10.1287/moor.9.3.384,DOI,904
221112090,CorpusId,3719
journals/corr/RanganathGB14,DBLP,1732
10.1145/800076.802489,DOI,926
10.1145/3253463,DOI,2628
1406.3671,ArXiv,3416
1802.09269,ArXiv,186
2095761776,MAG,619
489658,CorpusId,3077
891022,CorpusId,226
conf/sigecom/PapadimitriouVZ23,DBLP,153
10.1007/978-3-540-73133-7_5,DOI,1850
1826131,CorpusId,3778
10.1111/J.1574-695X.1994.TB00448.X,DOI,2330
2012348391,MAG,445
conf/eccv/BelhumeurCFJKLLRSWZ08,DBLP,2541
245005917,CorpusId,3381
2336500050,MAG,2469
114628,CorpusId,1308
10.1016/j.jaci.2012.06.044,DOI,2807
1905.01748,ArXiv,3393
10.1109/ISMAR.2006.297807,DOI,2568
conf/usenix/DallLN17,DBLP,3025
conf/vldb/IpeirotisG02,DBLP,76
2150435345,MAG,2093
37340564,CorpusId,343
conf/cav/GrocePY02,DBLP,788
2208396,CorpusId,3470
2059401572,MAG,927
8894988,CorpusId,122
30714302,CorpusId,3025
75209006,MAG,3652
10.1137/0601025,DOI,617
12050288,CorpusId,1966
2565842,CorpusId,513
10.1145/179812.179818,DOI,834
10.1137/0212003,DOI,908
10.1109/VR.2018.8446259,DOI,2436
journals/pervasive/CalabreseKRBFBKFWMFGBNPTBKHSSMK07,DBLP,2558
245131182,CorpusId,3711
1603.07947,ArXiv,3409
journals/jacm/Yannakakis82,DBLP,912
2021777946,MAG,2295
7512344,PubMedCentral,182
journals/siamcomp/Yannakakis81,DBLP,927
15027955,CorpusId,2197
10.1145/2858036.2858068,DOI,2452
51929608,CorpusId,2440
conf/infovis/ZhouF96,DBLP,2695
10.1007/s005300050027,DOI,2691
conf/aaai/XingSV21,DBLP,668
18518440,PubMed,1211
1506491340,MAG,3776
10.1016/S0019-9958(79)90173-6,DOI,939
2119351002,MAG,2967
journals/corr/VondrickPOT14,DBLP,3773
2265079331,MAG,2572
10.1145/325405.325418,DOI,895
D07-1109,ACL,1827
2073261288,MAG,2575
10.3390/su12114714,DOI,3202
journals/corr/abs-1304-4303,DBLP,241
2232639,CorpusId,1663
1506.03493,ArXiv,1679
14182763,CorpusId,2769
26657637,CorpusId,3253
6580304,CorpusId,2645
10.1093/jamia/ocv024,DOI,1681
2515606,CorpusId,1216
1605223620,MAG,746
10.1609/icwsm.v6i1.14321,DOI,1748
10.1136/ard.48.1.56,DOI,2353
7837866,CorpusId,1997
10.7916/D87P957Q,DOI,3053
2953324705,MAG,237
195629072,CorpusId,584
2585341774,MAG,318
8385686,PubMed,2336
1806.09594,ArXiv,3742
4779494,CorpusId,189
journals/cacm/FeinerMS93,DBLP,2715
38109731,CorpusId,3640
27522323,CorpusId,1782
conf/lcpc/StroustrupR05,DBLP,3604
conf/mm/SandorBOTF04,DBLP,2604
249394756,CorpusId,3182
journals/tit/KirschD10,DBLP,2144
9562057,CorpusId,3459
10.1016/j.tpb.2018.11.005,DOI,174
journals/neuroimage/ManningZWRSHBN18,DBLP,1641
256386459,CorpusId,3170
10.1109/TSM.2018.2792783,DOI,1906
2315441886,MAG,1230
conf/amia/HripcsakBBSZ20,DBLP,1553
1306.1265,ArXiv,237
20080594,PubMed,263
10.1145/98524.98565,DOI,508
28101378,PubMed,990
10.1145/1026776.1026798,DOI,2605
10.1145/505241.505244,DOI,365
conf/nips/GopalanCB14,DBLP,1716
1527581414,MAG,281
conf/icml/BabenkoVDB11,DBLP,684
journals/mor/PapadimitriouY93,DBLP,839
36720956,PubMed,3168
47016186,CorpusId,1603
8288440,PubMed,2888
1576380556,MAG,2287
11320071,PubMed,2644
140106265,CorpusId,1259
11950868,CorpusId,463
2206.08990,ArXiv,3698
36988065,MAG,2984
15993945,CorpusId,3464
13532915,CorpusId,2081
2224421245,MAG,2810
journals/network/DuchampFM91,DBLP,2738
1520660,CorpusId,1800
1994772417,MAG,3468
5124682,CorpusId,888
2181299751,MAG,2465
3015274,PubMed,2375
3090706740,MAG,2178
journals/corr/abs-2112-10194,DBLP,3708
10.1145/3373376.3378467,DOI,3013
2028122154,MAG,3353
10.1109/VR.2006.145,DOI,2566
43368624,CorpusId,252
10.1007/11602613_2,DOI,767
journals/ftsec/ChakrabortiCKNS22,DBLP,3002
2111799524,MAG,2475
222095441,CorpusId,2929
165206906,MAG,606
22539228,CorpusId,2366
14560290,CorpusId,2063
21401474,MAG,133
1484650108,MAG,2723
7748972,PubMed,2312
13639480,CorpusId,2972
255104771,CorpusId,3759
10.1145/860435.860460,DOI,1859
2048055486,MAG,3609
1930659875,MAG,472
10.1145/325405.325445,DOI,897
10.1161/01.CIR.85.3.916,DOI,657
2152923292,MAG,774
25852285,CorpusId,2408
10.1109/CDC.1985.268670,DOI,568
8835098,CorpusId,3445
2110.10804,ArXiv,1536
10.1145/263661.263664,DOI,816
7210032,CorpusId,1980
2103658959,MAG,610
119092585,CorpusId,1073
7646846,CorpusId,2686
3020903521,MAG,848
conf/3dui/WhiteFK06,DBLP,2566
13135496,CorpusId,2964
0905.1995,ArXiv,279
journals/jacm/MaierSY81,DBLP,920
19518696,PubMed,1217
10.1145/2541940.2541946,DOI,3039
982432,CorpusId,3434
10.1145/1075382.1075387,DOI,792
0802.2831,ArXiv,751
208268148,CorpusId,705
2125413339,MAG,317
240619,CorpusId,2476
0809.2813,ArXiv,1248
2294471056,MAG,3549
1971488966,MAG,2685
5236549,CorpusId,879
journals/phycomm/DrineaKF13,DBLP,2142
10.1007/3-540-61680-2_82,DOI,450
journals/talg/SteinZ20,DBLP,3392
10.1016/J.IJPE.2006.05.015,DOI,2073
conf/cav/StewartEY13,DBLP,727
229363762,CorpusId,3722
conf/cchi/LuFFZD14,DBLP,2480
233486772,CorpusId,808
3159547072,MAG,3011
conf/mss/ZadokOSWMN04,DBLP,3128
18518599,PubMed,1258
14182654,CorpusId,1748
10.1016/j.cie.2016.06.020,DOI,1929
10.1145/280953.281598,DOI,2677
10.5244/C.26.80,DOI,3775
conf/icml/GerrishB10,DBLP,1788
10.1101/2021.02.23.432608,DOI,2921
594200,CorpusId,2984
2103.00393,ArXiv,1537
5051712,CorpusId,2433
conf/fmcad/Papadimitriou16,DBLP,197
10.1006/JCSS.2000.1711,DOI,393
2103871413,MAG,2074
journals/corr/ScheinZBW16,DBLP,1668
2403286959,MAG,1687
3034764327,MAG,2931
2084399803,MAG,551
conf/oopsla/GregorJSSRL06,DBLP,3596
2102764851,MAG,2339
10.1145/2422436.2422444,DOI,244
38370461,CorpusId,3516
journals/tvcg/CoquillartFK12,DBLP,2491
conf/waw/FoudalisJPS11,DBLP,259
10.1016/0167-5699(95)80041-7,DOI,2316
journals/ploscb/MalinaCK22,DBLP,2912
10.1109/3DUI.2016.7460053,DOI,2462
2752704376,MAG,192
2039773485,MAG,1979
237294680,CorpusId,2168
conf/innovations/VaziraniY10,DBLP,739
journals/corr/abs-1206-3298,DBLP,1814
journals/corr/abs-2212-00083,DBLP,693
2008.05596,ArXiv,3719
10.1103/PhysRevLett.97.111801,DOI,1311
journals/siamcomp/Yannakakis81a,DBLP,922
journals/corr/abs-2008-05596,DBLP,3719
59801417,CorpusId,432
1651166566,MAG,2120
1965706667,MAG,3037
2044667552,MAG,274
2129541548,MAG,136
29503995,CorpusId,521
10.1103/PhysRevLett.99.142001,DOI,1286
2169751147,MAG,1717
2133219328,MAG,690
1512.05471,ArXiv,2463
10.1145/325405.325417,DOI,559
1968551,CorpusId,3256
1737613372,MAG,3777
10.1016/j.ipl.2018.12.009,DOI,173
53037923,CorpusId,1911
895192,CorpusId,3596
114620494,MAG,3651
233195372,CorpusId,1553
conf/stoc/PapadimitriouY94,DBLP,829
1995681368,MAG,446
conf/icml/KnowlesGG11,DBLP,2984
205443946,CorpusId,294
9958516,PubMed,1466
2771265143,MAG,3026
journals/corr/abs-1908-00882,DBLP,1583
2979776030,MAG,1586
journals/corr/RanganathTCB14,DBLP,1717
3132978126,MAG,3194
2888559688,MAG,1905
journals/networks/Papadimitriou78,DBLP,632
10.1145/371920.371976,DOI,86
journals/corr/abs-1901-04153,DBLP,170
10.1358/DNP.2007.20.7.1149628,DOI,2847
journals/iandc/PapadimitriouY86,DBLP,888
11515679,CorpusId,313
conf/eurosys/ViennotLBGN15,DBLP,3033
2914094326,MAG,1055
2022.naloma-1.4,ACL,695
2951920967,MAG,3398
11496813,CorpusId,2991
journals/corr/Papadimitriou16,DBLP,212
207225766,CorpusId,3414
10.1145/322108.322118,DOI,627
cs/0612052,ArXiv,3448
conf/soda/ChenMPY18,DBLP,716
10922472,PubMed,2286
conf/stoc/Yannakakis86,DBLP,891
journals/jmlr/PaisleyWB11,DBLP,1766
33007263,PubMed,2929
215907940,CorpusId,3730
2037261166,MAG,649
journals/siamcomp/GrigniMP00,DBLP,447
10.1145/323779.323736,DOI,3665
2139578808,MAG,3577
conf/siggraph/BrysonFBHPD94,DBLP,2710
2156368555,MAG,57
3920405,CorpusId,977
7353225,CorpusId,896
1973595223,MAG,2697
10.1103/PhysRevLett.100.192003,DOI,1211
53223445,CorpusId,790
2657838,CorpusId,412
conf/stoc/Papadimitriou02,DBLP,379
10.1145/320248.320252,DOI,105
32916169,PubMed,967
2130007178,MAG,2506
conf/asplos/JuangOWMPR02,DBLP,3320
7283546,CorpusId,67
10.1016/j.cie.2011.11.024,DOI,1987
10.1007/s10845-011-0561-1,DOI,1999
2077389465,MAG,2752
conf/mobicom/BarattoPSN04,DBLP,3124
146806765,CorpusId,2588
1968273211,MAG,1973
146975518,MAG,2489
10.1093/bioinformatics/btad092,DOI,2893
28563730,PubMed,3363
1909.00900,ArXiv,3737
28673917,PubMed,3240
205084462,CorpusId,575
10.1287/ijoc.4.4.435,DOI,494
248646417,CorpusId,1547
1995843818,MAG,1819
2944873309,MAG,2588
6863720,CorpusId,596
2125614039,MAG,3559
2584212543,MAG,2458
10.1101/2020.06.18.160176,DOI,2930
2049605999,MAG,3278
2212.02978,ArXiv,3693
2143386172,MAG,221
1963832632,MAG,86
8947752,PubMed,2694
247065327,CorpusId,3002
52006707,CorpusId,3739
2003.10374,ArXiv,1556
14533772,CorpusId,3566
10.1098/rsos.201131,DOI,3211
10.1145/2840728.2840731,DOI,215
10.1016/j.neuroimage.2011.04.042,DOI,1767
2161344493,MAG,88
journals/jcse/DechevMS08,DBLP,3583
journals/pami/AytarCVP018,DBLP,3758
conf/dmkd/AgichteinEG00,DBLP,101
1880014264,MAG,433
34533414,CorpusId,2819
16486434,PubMed,1305
10.1145/2507924.2507953,DOI,679
2794699521,MAG,1594
conf/case/HaoLGC14,DBLP,1954
3105078,CorpusId,187
10.1145/2840728.2840752,DOI,222
49674795,CorpusId,976
2801949766,MAG,1911
9704062,PubMed,2297
22763883,PubMed,2810
5680373,PubMedCentral,2188
8317341,CorpusId,3313
10.1145/3328526.3329630,DOI,165
2006772093,MAG,926
journals/tacl/DiengRB20,DBLP,1581
journals/corr/abs-1808-06581,DBLP,1589
19807451,CorpusId,2369
10.48550/arXiv.2206.02261,DOI,3182
10.1016/j.jbi.2022.104204,DOI,1535
35143340,CorpusId,2074
44111177,CorpusId,2791
conf/ca/Feiner96,DBLP,2692
10.1103/PhysRevLett.100.211803,DOI,1242
16317824,CorpusId,1639
2123524055,MAG,3059
10.1101/2022.10.25.513785,DOI,2897
31918696,PubMed,962
2033390742,MAG,3288
3168872769,MAG,1
2795863085,MAG,2433
235166395,CorpusId,160
2031831197,MAG,1133
journals/dam/VaziraniY89,DBLP,878
1979013,PubMed,2351
journals/debu/GravanoP98,DBLP,112
10.1109/ICRA.2015.7140022,DOI,1034
10.1145/3226552.3226579,DOI,2440
10.1109/ICDM.2007.76,DOI,1826
31403679,PubMed,193
259164545,CorpusId,663
conf/wae/AslamLS00,DBLP,3481
journals/corr/abs-2212-07815,DBLP,3694
2098891573,MAG,2291
12005745,PubMed,1397
7030754,CorpusId,3132
3016666,CorpusId,3343
214118827,CorpusId,1882
10.1016/J.JOCA.2019.02.290,DOI,2183
14460335,CorpusId,338
2048083535,MAG,2825
2011.12379,ArXiv,1554
2396868531,MAG,2732
journals/sigmod/ChangGKRS98,DBLP,108
1579332165,MAG,1381
2013785507,MAG,2686
10.1109/mic.2019.2955784,DOI,3015
conf/kdd/AiroldiBXF05,DBLP,1852
journals/scp/PirkelbauerPMS10,DBLP,3560
3023094,CorpusId,2519
conf/icalp/Papadimitriou97,DBLP,439
10.1007/s10845-013-0785-3,DOI,1970
conf/www/GravanoIKS03,DBLP,68
10.3892/IJMM.1.6.943,DOI,2294
213813164,CorpusId,2925
1011.1279,ArXiv,264
2733097,CorpusId,2605
8060634,CorpusId,3399
12684951,CorpusId,2958
2141359307,MAG,121
10.1007/s11222-006-5196-2,DOI,1841
10.5555/1390681.1442798,DOI,1832
7118243,CorpusId,577
2135084176,MAG,259
journals/iandc/AbiteboulPV98,DBLP,416
conf/sagt/KouroupasMPRS15,DBLP,218
30508767,CorpusId,2723
6010343,PubMedCentral,2942
3496033,PubMedCentral,2808
2757145772,MAG,2481
journals/pami/PallaKG15,DBLP,2956
journals/corr/abs-1811-08238,DBLP,3394
2129398063,MAG,2636
journals/corr/abs-1904-04231,DBLP,3735
13679720,CorpusId,2888
conf/searis/ElvezioSF16,DBLP,2453
conf/sigmetrics/OlshefskiNA02,DBLP,3138
23160577,CorpusId,2858
2964007666,MAG,722
10.1007/978-3-540-92182-0_6,DOI,288
hep-ex/0410062,ArXiv,1375
conf/isw/ShermanSNKS09,DBLP,3434
17735271,CorpusId,3321
17358756,PubMed,1322
conf/dl/AgichteinG00,DBLP,103
conf/asplos/AndrusHADVN14,DBLP,3036
5093134,CorpusId,3144
conf/focs/PapadimitriouRST94,DBLP,472
conf/avi/Feiner92,DBLP,2732
18627690,CorpusId,2212
10.1007/BF00300143,DOI,3346
14287817,CorpusId,768
2475789051,MAG,766
18352697,PubMed,1273
540307,CorpusId,2233
2110808275,MAG,2754
40055580,CorpusId,2314
10.1109/ISMAR-Adjunct51615.2020.00035,DOI,2425
1086011,CorpusId,2713
19910657,PubMed,2519
2130136359,MAG,762
32021713,MAG,2694
2168359059,MAG,731
conf/uai/MenonBV22,DBLP,3706
10.1137/1.9781611975031.133,DOI,716
journals/ijrr/MarkenscoffP89,DBLP,542
10.1038/s41598-017-08843-9,DOI,987
19008721,CorpusId,3425
1978775652,MAG,2822
55406755,CorpusId,1069
13026034,CorpusId,382
10.1007/978-3-642-04645-2_2,DOI,746
250015778,CorpusId,2999
10.1145/3307334.3332163,DOI,3014
journals/tods/IpeirotisAJG07,DBLP,47
2141554582,MAG,3038
conf/siggraph/BaileyG04,DBLP,2591
34304970,CorpusId,2449
3980916,CorpusId,2807
10.1042/BJ2370601,DOI,2376
conf/stoc/DahlhausJPSY92,DBLP,849
10.1145/195058.195445,DOI,829
196598508,CorpusId,2828
conf/amia/PreyRQRBFSHHV15,DBLP,2464
2303.11328,ArXiv,3681
38917834,CorpusId,3400
10.1109/TPWRS.2002.807081,DOI,2110
16719555,CorpusId,903
2109248307,MAG,3635
10.1136/amiajnl-2013-002141,DOI,2475
conf/focs/KirousisP85,DBLP,553
16194229,CorpusId,886
10.1109/ECBS.2009.15,DOI,3577
2099797738,MAG,81
53221123,CorpusId,676
26146960,PubMed,2798
20364212,CorpusId,2850
0805.2614,ArXiv,1267
267249765,MAG,61
conf/cvpr/VondrickPT16,DBLP,3768
10.1016/0305-0491(82)90414-X,DOI,2387
conf/vvs/NiehL92,DBLP,3162
10.1007/s10707-015-0235-9,DOI,2468
2096244516,MAG,2112
2622816133,MAG,9
22868819,CorpusId,1346
10.1109/ISIT.2007.4557471,DOI,2149
2616779,CorpusId,2985
10.1145/1029632.1029666,DOI,2592
conf/isca/DallLLNK16,DBLP,3031
28004041,PubMed,2520
18992508,CorpusId,936
journals/corr/abs-2202-08370,DBLP,1521
2120212660,MAG,2736
6515627,CorpusId,2627
conf/dimacs/CourcoubetisVWY90,DBLP,875
conf/ipco/IyengarPS05,DBLP,3456
10.1090/surv/209/05,DOI,454
28963514,CorpusId,848
10.1007/s10845-011-0572-y,DOI,2005
1910.07368,ArXiv,673
2114352343,MAG,1807
journals/siamcomp/FaginMUY83,DBLP,908
2233369,CorpusId,2195
22574103,PubMed,2507
197460371,CorpusId,514
236771625,CorpusId,3006
0805.2646,ArXiv,755
journals/corr/cs-AI-9801101,DBLP,431
journals/jim/ChenC11,DBLP,2009
2413335511,MAG,1414
2049701036,MAG,1852
journals/corr/abs-1811-01247,DBLP,676
2997142,CorpusId,3062
4894789,PubMedCentral,2200
journals/corr/abs-cs-0612052,DBLP,3448
1506.03159,ArXiv,1682
18999821,PubMed,1197
10.1103/PhysRevLett.101.221801,DOI,1218
256787286,CorpusId,2895
conf/icml/ShahKG15,DBLP,2961
5263612,CorpusId,354
1988798713,MAG,2482
10.1145/195058.195245,DOI,471
75291,CorpusId,228
5813837,CorpusId,460
953645,CorpusId,43
685241,CorpusId,2957
11130113,CorpusId,14
310931,CorpusId,185
7715437,CorpusId,508
1304.4279,ArXiv,1099
254764895,CorpusId,2901
2160282650,MAG,833
journals/amai/DimopoulosMP97,DBLP,430
10.1016/j.medmic.2020.100016,DOI,2787
26857579,PubMed,2794
10.1016/J.OGLA.2018.05.003,DOI,981
236158271,CorpusId,951
1568902948,MAG,3424
conf/podc/CypherG92,DBLP,131
10.1080/08820139.2020.1755307,DOI,2170
1991124379,MAG,3528
conf/sigmetrics/LaiN02,DBLP,3137
10.1016/j.smim.2016.03.004,DOI,2194
9238834,PubMed,2296
2802043043,MAG,3226
conf/iccv/VondrickKMT13,DBLP,3774
10.1089/tmj.2007.0066,DOI,3080
2026682061,MAG,2687
10.1152/ajprenal.00326.2010,DOI,2821
2122287582,MAG,3114
conf/3dui/GuvenF06,DBLP,2572
conf/pods/Cosmadakis83a,DBLP,579
2145147424,MAG,321
23402751,CorpusId,192
10.1038/nrrheum.2014.80,DOI,2207
journals/corr/abs-2112-05106,DBLP,3381
2058645348,MAG,1982
9272348,CorpusId,2467
28261317,CorpusId,217
10.1145/1143844.1143859,DOI,1840
15635285,CorpusId,1852
journals/corr/PapadimitriouV15,DBLP,222
journals/cga/BellFH02,DBLP,2638
13906479,CorpusId,2966
259224545,CorpusId,1514
14320739,CorpusId,2145
2064335940,MAG,251
2089499640,MAG,313
186778314,MAG,523
12712722,CorpusId,3494
241793758,CorpusId,3012
166227908,CorpusId,1579
153090119,MAG,1796
conf/birthday/Papadimitriou03,DBLP,364
journals/comcom/PapadimitriouRRS95,DBLP,452
52862551,CorpusId,11
10.1016/0020-0190(81)90102-2,DOI,928
conf/icml/ParkLKB21,DBLP,1542
234888258,CorpusId,952
215806424,CorpusId,1795
10533233,CorpusId,3768
conf/uai/GopalanHB15,DBLP,1687
10.1016/j.eswa.2006.04.014,DOI,2063
2120544279,MAG,2238
2111.06564,ArXiv,3380
13641702,CorpusId,563
9248885,CorpusId,2981
1496059925,MAG,107
10.1109/ISMARW.2015.26,DOI,2465
7067037,CorpusId,2976
10.1093/RHEUMATOLOGY/KEZ106.013,DOI,2181
1202.4798,ArXiv,732
10.1145/1134271.1134283,DOI,1852
10.1126/science.aam9712,DOI,3230
2142996775,MAG,3780
1522187131,MAG,279
conf/webdb/SolomonYG10,DBLP,27
10.1080/00140139.2021.1957158,DOI,959
conf/nips/AiroldiBFX08,DBLP,1832
10.1080/095119298130589,DOI,2127
73725045,CorpusId,708
10599635,CorpusId,2110
10.1145/379437.379782,DOI,84
10.1101/621540,DOI,1572
2950961919,MAG,239
journals/jamia/PerotteRHBE15,DBLP,1681
10.4230/LIPIcs.SEA.2017.10,DOI,3404
10.1109/3DPVT.2006.143,DOI,143
conf/ismar/ElvezioSFT15,DBLP,2467
2256290542,MAG,3537
2953292692,MAG,1621
8062366,PubMed,653
304973,CorpusId,340
10.1109/ICCIE.2010.5668429,DOI,2022
D11-1021,ACL,1777
35373490,CorpusId,582
2305.15804,ArXiv,692
conf/soda/FeldmanS05,DBLP,3453
10.3390/e20100782,DOI,182
45916758,CorpusId,2380
16169719,CorpusId,1214
1304.4303,ArXiv,241
10.1007/s11263-015-0812-2,DOI,3764
3101752741,MAG,1673
2966516099,MAG,709
1078542,CorpusId,3320
21142408,CorpusId,658
journals/asc/ChienLD18,DBLP,1917
2796031065,MAG,3231
3919436,CorpusId,2448
1486702533,MAG,307
15617963,CorpusId,520
1512190528,MAG,343
10.1002/SPE.4380251304,DOI,3635
10.1145/100216.100274,DOI,867
22531247,CorpusId,2962
2117773082,MAG,3156
conf/icde/AgichteinG03,DBLP,73
2043615059,MAG,2054
10.1145/1811039.1811057,DOI,3059
conf/semeval/ChangDB07,DBLP,1819
37722984,CorpusId,133
conf/3dim/AllenSGGB01,DBLP,150
2119521284,MAG,473
10.1007/978-3-642-13731-0_15,DOI,3425
conf/icalp/VaziraniY88,DBLP,884
7948774,PubMed,2328
journals/ipl/YannakakisG87,DBLP,887
10.1109/VR.2005.27,DOI,2581
24996823,PubMed,2800
7269686,CorpusId,3080
37601969,PubMed,2898
10.1145/1658939.1658955,DOI,3432
254275276,CorpusId,3693
21978070,CorpusId,197
2408012594,MAG,3641
24580434,PubMed,1106
1703.08052,ArXiv,1627
14466778,CorpusId,2505
119217724,CorpusId,1213
